City Abreviation,City,State,(City),Site Type,"Site Type (1 = District, 2 = State)",Year,"Yearnum ""1=1995, 13=2019""",Analysis Weight,Analysis Stratum,"PSU ""Analysis primary sampling unit""",Record ID,"age ""1= 10 years, 7=16+ years old""","sex ""1=Female 2= Male""","grade ""1=6th, 3=8th grade""","race4 ""4-level race variable""","q6 ""Bicycle helmet use""","q7 ""Rollerblading helmet use""","q8 ""Seat belt use""",NA10,"q10  ""Weapon Carrying""",NA11,"q11 ""Physical Fighting""","q13 ""Electronic Bullying""","q14 ""Suicide consideration""","q15 ""Suicide plan""","q16 ""Attempted suicide""","q17 ""Ever cigarette use""","q18 ""Initiation of cigarette use""","q19 ""Current cigarette use""","q20 ""Smoked >10 cigarettes""","q21 ""Electronic vapor product use""","q22 ""Current electronic vapor use""","q23 ""EVP from store""","q24 ""Current smokeless tobacco use""","q25 ""Current cigar use""","q26 ""Ever alcohol use""","q27 ""Initiation of alcohol use""","q28 ""Ever marijuana use""","q29 ""Initiation of marijuana use""","q30 ""Ever prescription pain medicine use""","q31 ""Ever cocaine use""","q32 ""Ever inhalant use""","q33 ""Ever steriod use""","q34 ""Ever sexual intercourse""","q35 ""Sex before 11 years""","q36 ""Multiple sex partners""","q37 ""Condom use""","q38 ""Perception of weight""","q39 ""Weight loss""","q40 ""Breakfast eating""","q41 ""Physical activity >= 5 days""","q42 ""Television watching""","q43 ""Computer use""","q44 ""PE attendance""","q45 ""Sports team participation""","q46 ""Concussion""","q47 ""Asthma""","q48 ""Hours of sleep on school night""","q49 ""Grades in school""","qn6 ""Never or rarely wore a bicycle helmet""","qn7 ""Never or rarely wore a helmet when rollerblading or skateboarding""","qn8 ""Never or rarely wore a seat belt""","qn9 ""Rode with a driver who had been drinking alcohol""","qn10 ""Carried a weapon""","qn11 ""Were in a physical fight""","qn12 ""Were bullied on school property""","qn13 ""Were electronically bullied""","qn14 ""Seriously thought about killing themselves""","qn15 ""Made a plan about how they would kill themselves""","qn16 ""Tried to kill themselves""","qn17 ""Ever tried cigarette smoking""","qn18 ""Tried cigarette smoking for the first time before age 11 years""","  qn19 ""Currently smoked cigarettes""","qn20 ""Smoked more than 10 cigarettes per day""","qn21 ""Ever used an electronic vapor product""","qn22 ""Currently used an electronic vapor product""","qn23 ""Usually got their own electronic vapor products by buying them in a store""","qn24 ""Currently used smokeless tobacco""","qn25 ""Currently smoked cigars""","qn26 ""Ever drank alcohol""","qn27 ""Drank alcohol for the first time before age 11 years""","qn28 ""Ever used marijuana""","qn29 ""Tried marijuana for the first time before age 11 years""","qn30 ""Ever took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to use it""","qn31 ""Ever used cocaine"" qn32 ""Ever used inhalants""","qn33 ""Ever took steriods without a doctor's prescription""","qn34 ""Ever had sexual intercourse""","qn35 ""Had sexual intercourse for the first time before age 11 years""","qn36 ""Had sexual intercourse with three or more persons""","qn37 ""Used a condom during last sexual intercourse""","qn38 ""Described themselves as slightly or very overweight"" qn39 ""Were trying to lose weight""","qn40 ""Did not eat breakfast"" qn41 ""Were physically active at least 60 minutes per day on 5 or more days""","qn42 ""Watched television 3 or more hours per day""","qn43 ""Played video or computer games or used a computer 3 or more hours per day""","qn44 ""Attended physical education classes on 1 or more days""","qn45 ""Played on at least one sports team""","qn46 ""Had a concussion from playing a sport or being active""","qn47 ""Had ever been told by a doctor or nurse that they had asthma""","qn48 ""Had 8 or more hours of sleep""","qn49 ""Made mostly A's or B's in school"""
HO,"Houston,",TX,(HO),District,1,2017,12,18.064,34,2,175570,2,1,1,2,21,112,2,1113212,1,2222,2,11257  1,NA,2,1,2,1,1,1,2,2,NA,2,2,2,NA,2,2,NA,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,16.6967,7,1,175588,2,2,1,NA,2,21,11,1 21212,1,2222,2,52 2  2,2,1,NA,NA,2,2,1,NA,1,1,NA,NA,NA,NA,1,2,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,1,1,1,NA,1,2,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,18.9105,36,2,175597,4,1,2,2,21,222,22,1121212,1,2222,2,14367  1,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,10.0134,20,1,175606,4,1,3,4,11,121,11,1112212,1,2111,2,31213  1,1,2,1,1,1,1,2,1,1,1,2,2,2,NA,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,13.512,20,1,175615,5,1,3,3,11,121,21,1116161,1,2221,2,11227  NA,1,2,1,1,1,1,2,1,2,1,1,2,2,NA,1,2,NA,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,18.5517,28,1,175633,4,1,3,2,22,222,22,1121212,1,2222,2,31252  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,15.0133,28,1,175642,4,1,3,3,22,121,12,1121212,1,2222,2,25272  1,NA,2,1,2,2,1,2,1,1,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,11.2412,28,1,175651,5,2,3,NA,21,222,22,1121172,1,2222,2,21234  2,1,2,2,2,1,2,2,2,2,2,2,2,2,NA,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,14.6186,34,2,175660,3,1,1,3,22,222,22,1121212,1,2222,2,33261  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,17.0649,25,1,175669,7,2,3,3,22,222,22,1117212,1,2221,2,2,2,2,1,2,2,2,2,2,2,2,1,2,NA,NA,1,2,NA,2,2,1,2,2,2,2,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,12.5167,25,1,175678,4,1,3,4,21,222,12,1116212,1,222,2,11222  1,1,2,2,2,1,2,2,2,1,2,NA,2,2,NA,1,NA,NA,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,2,1,1,NA,2,1,1,2,2,2,2,1,2,2,NA,NA,2,2,2,2,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,14.6186,28,2,175687,2,1,1,3,12,222,22,1121212,1,2222,2,11 33  NA,NA,1,2,1,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,16.89,25,1,175696,4,1,3,3,12,222,22,1121212,1,2222,2,21251  1,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,16.89,25,1,175714,4,1,3,3,21,122,22,1121212,1,2222,2,31251  2,NA,2,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,17.3514,38,1,175741,5,2,3,2,11,122,22,1114212,1,222,2,22262  1,1,2,2,1,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,17.848,12,1,175750,5,1,3,2,22,122,22,1121212,1,2222,2,2262  1,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,2,1,NA,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,14.4439,12,1,175759,5,1,3,3,21,122,22,1121212,1,2222,2,11252  1,NA,1,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,14.5934,12,1,175768,4,2,3,3,22,122,22,1121212,1,2222,2,11262  1,NA,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,14.4439,12,1,175777,5,1,3,3,22,222,22,1121212,1,2222,2,21142  1,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
HO,"Houston,",TX,(HO),District,1,2017,12,14.6186,18,2,175795,3,1,1,3,21,122,22,1121212,1,2222,2,11133  1,1,2,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,50.9401,12,3,192422,5,2,3,3,21,222,22,1117212,1,2221,2,11344  NA,1,2,2,2,1,2,2,2,2,2,2,2,2,NA,1,2,NA,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1                221,733,1 121          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,50.9401,12,3,192431,6,2,3,3,11,22,21,1114142,1,222,2,NA,1,1,1,1,1,2,2,NA,2,1,2,2,2,NA,1,2,NA,2,2,1,1,1,1,2,2,2,2,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,NA                221,2,1            NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,58.8455,12,3,192440,3,1,2,3,22,221,22,1121212,1,2222,2,11251  NA,NA,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                121,222,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,33.257,2,2,192449,5,2,3,1,22,121,22,1121212,1,2222,2,21131  NA,NA,2,2,2,2,1,2,1,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                111,511,1 112          NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,25.2322,2,2,192458,4,2,3,4,22,222,22,1121212,1,2222,2,21231  NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1                221,611,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,41.7373,2,2,192467,4,2,2,1,11,222,22,1112212,1,2222,2,41342  NA,NA,2,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1                221,31,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,49.9805,2,2,192476,5,2,3,3,21,222,22,1117212,1,2222,2,11242  NA,1,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1                221,711,1 122          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,23.4753,2,2,192503,4,2,3,4,11,222,22,1121212,1,2222,2,112 2  NA,NA,2,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,NA,2,2,1,1,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2,NA,1,2,1                221,511,1 212          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,58.4634,9,2,192512,4,1,2,NA,22,122,22,1121212,1,2222,2,31272  NA,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1                221,411,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,58.4634,9,2,192521,4,1,2,3,22,112,22,1121212,1,2222,2,41153  NA,NA,2,2,2,2,1,1,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2                121,732,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,42.3401,9,2,192530,3,1,1,3,22,212,22,1121212,1,2222,2,31261  NA,1,2,2,2,2,2,1,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2                221,322,1 412          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,69.2173,7,2,192548,4,2,2,3,21,222,22,1121212,1,2222,2,11353  NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1                221,411,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,69.2173,7,2,192557,3,2,2,NA,21,222,22,1121212,1,2222,2,21263  NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1                221,22,1 41           NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,108.9627,7,2,192575,4,1,2,3,12,111,11,1121212,1,2222,2,11251  NA,NA,2,2,1,2,1,1,1,1,1,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                111,211,1 112          NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,149.5293,7,2,192584,3,2,2,3,22,221,11,7712121,7,111,1,12215  NA,NA,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2                217,431,5 121          NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,51.211,7,2,192593,2,2,1,3,21,122,22,1121212,1,2222,2,21357  NA,NA,2,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1                121,613,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,51.211,7,2,192602,3,2,1,3,22,122,22,1121212,1,2222,2,11252  NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                121,732,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,58.2536,6,2,192611,5,1,3,3,22,122,22,1121  2,1,2222,2,41146  NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,NA,NA,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1                221,411,1 212          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.1409,6,2,192620,5,2,3,3,22,211,11,1121212,1,2221,2,31272  NA,NA,2,2,2,2,2,1,1,1,1,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                211,522,1 232          NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.1409,6,2,192629,5,2,3,3,11,222,22,11 1212,1,2222,2,2125   NA,NA,2,2,1,1,2,2,2,2,2,2,2,2,NA,1,1,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,1,1,1,1,2,2,1,NA,2,2,2,2,2,2,2,2,1,1,1,2,1,1                221,33,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,64.857,6,2,192656,5,1,3,3,22,22,,1121212,1,2222,2,11143  NA,1,2,2,2,2,2,2,NA,NA,NA,2,2,2,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1                221,422,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,23.4753,2,2,192665,4,2,3,4,1,122,22,1121212,1,2222,2,11352  NA,2,1,NA,NA,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,611,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,49.9805,2,2,192674,5,2,3,3,12,222,22,1121212,1,2222,2,21172  NA,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,411,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.2463,12,2,192683,5,2,3,3,22,122,22,1121212,1,2222,2,11262  NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,22,1  12          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,50.073,12,2,192692,2,2,1,3,22,111,22,11  122,1,1112,1,22222  NA,2,2,2,2,2,1,1,1,2,2,2,2,2,NA,2,2,NA,2,2,NA,NA,1,1,2,1,1,1,2,2,2,NA,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                113,722,1 112          NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,66.8837,12,2,192701,5,1,3,3,22,112,22,1121122,1,2222,2,15251  NA,1,NA,1,2,2,1,1,2,2,2,1,1,2,NA,1,2,NA,2,2,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1                121,312,1 312          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,48.4578,5,2,192710,2,2,1,3,22,222,22,1121  2,1,2222,2,32272  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,NA,NA,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                121,633,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,49.6994,5,2,192719,3,1,2,NA,11,121,11,12    2,1,2112,2,11117  NA,NA,2,2,1,1,1,2,1,1,1,1,2,2,NA,1,1,NA,2,1,NA,NA,NA,NA,2,2,1,1,2,2,2,NA,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2                121,32,2 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,31.5355,12,3,192746,4,2,3,NA,22,122,22,1121212,1,2222,2,112    NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,1,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,NA,1                121,11,12          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
